,room_id,host_id,room_type,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
4914,7064023,21963288,Private room,0,,1,1,2,23,7,48.18366,16.337383
4915,7065539,37044793,Private room,1,5,2,1,1,34,3,48.223483,16.352736
4916,7066026,36221959,Entire home/apt,0,,3,2,1,91,1,48.246539,16.361355
4917,7067125,37054160,Private room,7,4.5,2,1,1,28,1,48.228062,16.353175
4918,7067290,37055082,Private room,0,,2,1,1,23,1,48.168772,16.313881
4919,7068538,5893550,Entire home/apt,0,,2,1,1,45,1,48.194269,16.409061
4920,7070427,10048897,Private room,1,,2,1,2,40,1,48.201107,16.382462
4921,7070562,35228827,Entire home/apt,1,,4,2,1,57,1,48.203824,16.349998
4922,7070954,37074191,Entire home/apt,0,,3,3,1,43,1,48.21937,16.307157
4923,7077143,7345788,Entire home/apt,1,5,4,1,1,111,2,48.206126,16.353814
4924,7078100,32647179,Private room,2,4.5,1,1,1,28,1,48.184185,16.365755
4925,7079320,24794069,Shared room,1,5,2,1,1,34,1,48.184681,16.372604
4926,7079572,37116336,Private room,0,,3,1,1,27,1,48.223954,16.403941
4927,7079891,8886901,Entire home/apt,1,4,4,1,1,79,3,48.229336,16.35371
4928,7079941,6196667,Entire home/apt,0,,3,1,1,70,1,48.191625,16.345554
4929,7080925,2933158,Private room,1,,3,1,1,45,1,48.181338,16.343796
4930,7084302,11075874,Private room,1,,1,1,2,23,20,48.196878,16.346163
4931,7086111,18588403,Private room,0,,2,1,0.5,34,2,48.211083,16.354572
4932,7087086,37147036,Entire home/apt,3,4,2,1,1.5,44,1,48.219365,16.399224
4933,7088198,37152229,Private room,0,,2,1,1,34,1,48.177372,16.377698
4934,7088382,31541706,Private room,4,4.5,2,1,1,35,1,48.231766,16.356314
4935,7088775,37154563,Private room,0,,1,1,1.5,23,1,48.257869,16.393831
4936,7088996,37155927,Private room,1,5,1,1,1,28,1,48.22314,16.36599
4937,7092297,8968620,Private room,1,,2,1,1,226,1,48.192843,16.389676
4938,7092860,30794125,Private room,0,,2,1,1.5,45,1,48.202933,16.349821
4939,7093079,9279957,Private room,2,5,2,1,1,34,1,48.222159,16.361192
4940,7093217,10073302,Entire home/apt,1,,2,1,1,85,2,48.193041,16.360158
4941,7095336,1379409,Private room,1,5,3,1,1,57,1,48.208568,16.375702
4942,7095441,1379409,Private room,4,5,3,1,1,68,1,48.208048,16.376297
4943,7096811,11120150,Entire home/apt,0,,5,2,1,91,3,48.195713,16.365528
4944,7098221,3503569,Entire home/apt,0,,2,1,1,45,1,48.227281,16.387025
4945,7098733,14070533,Entire home/apt,0,,2,1,1,91,3,48.214919,16.348651
4946,7098785,2378408,Private room,1,5,2,1,1,34,1,48.206972,16.33566
4947,7098964,5784191,Entire home/apt,0,,2,0,1,57,2,48.204751,16.385875
4948,7100755,37209018,Entire home/apt,0,,2,0,1,85,1,48.22653,16.36154
4949,7101149,34024970,Entire home/apt,0,,,3,1.5,102,21,48.219746,16.353127
4950,7101968,14070533,Entire home/apt,0,,2,1,1,112,1,48.219649,16.36458
4951,7102631,20658678,Entire home/apt,0,,2,1,1,57,1,48.182934,16.356305
4952,7108360,10327965,Private room,4,4.5,2,1,1,21,1,48.219418,16.318245
4953,7108925,37240977,Entire home/apt,1,5,3,1,1,61,1,48.190387,16.311166
4954,7108938,37241452,Private room,0,,2,1,1,45,1,48.191305,16.356353
4955,7109869,36858070,Entire home/apt,1,4,2,1,1,45,4,48.209389,16.346313
4956,7111142,7318229,Entire home/apt,0,,4,1,1,90,7,48.219653,16.36146
4957,7111613,18388360,Entire home/apt,3,4.5,3,1,1.5,57,1,48.206536,16.343177
4958,7112144,32181724,Private room,0,,2,1,1,51,1,48.201471,16.347694
4959,7112561,37257882,Entire home/apt,0,,2,2,1,34,20,48.196976,16.31238
4960,7112592,36364821,Entire home/apt,0,,1,1,1,20,1,48.1835,16.417303
